File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
f8d932f5-3715-4d92-8269-97a356ae00ff	C828.TCGA-ER-A193-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A193	TCGA-ER-A193-10A	Blood Derived Normal
f37c26b3-046e-4167-811c-44e638d9e8b7	C828.TCGA-ER-A193-06A-12D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A193	TCGA-ER-A193-06A	Metastatic
fa36cb3d-d683-4323-a1c7-c35aa91f294e	C828.TCGA-EE-A2M6-06A-12D-A197-08.4_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2M6	TCGA-EE-A2M6-06A	Metastatic
4144dc92-77cf-4bac-a790-a2ab422d647a	C828.TCGA-GN-A264-06A-11D-A196-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A264	TCGA-GN-A264-06A	Metastatic
39faf22f-6520-4baf-b8ab-55bc58bbe221	C828.TCGA-FS-A1YW-06A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-06A	Metastatic
be6fb07f-8902-4177-9e89-c71c7da5f56a	C828.TCGA-FS-A1ZQ-06A-11D-A197-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZQ	TCGA-FS-A1ZQ-06A	Metastatic
0cfd663e-4156-4d71-844e-e990fd87a3f0	C828.TCGA-GF-A2C7-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GF-A2C7	TCGA-GF-A2C7-10A	Blood Derived Normal
b0354ee9-33b9-46fe-b077-e88b43098fed	C828.TCGA-GF-A2C7-01A-11D-A197-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GF-A2C7	TCGA-GF-A2C7-01A	Primary Tumor
dd3d0daa-bf93-4038-b385-ff088554ce3e	C828.TCGA-FS-A1YW-10A-01D-A199-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-10A	Blood Derived Normal
68221b1a-4716-4e46-a60a-619e49995d20	C828.TCGA-EE-A2MT-06A-11D-A197-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MT	TCGA-EE-A2MT-06A	Metastatic
42d20c43-ef44-4fb2-b645-279254b17748	C828.TCGA-EE-A2MT-10A-01D-A199-08.3_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MT	TCGA-EE-A2MT-10A	Blood Derived Normal
db33fc7f-7f41-4033-81db-a47766df59f0	C828.TCGA-DA-A3F5-06A-11D-A20D-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A3F5	TCGA-DA-A3F5-06A	Metastatic
311e8fd1-d40a-4bf0-b47e-e3a8ee41d234	C509.TCGA-91-6836-11A-01D-1855-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-LUAD	TCGA-91-6836	TCGA-91-6836-11A	Solid Tissue Normal
7e146d4c-3f84-473e-b8fa-b9609e98d0ca	C509.TCGA-05-4417-10A-01D-1855-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-LUAD	TCGA-05-4417	TCGA-05-4417-10A	Blood Derived Normal
2ff76e22-e0c9-4b5b-8894-488ee160d79b	C347.TCGA-44-4112-10A-01D-1458-08.6_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-LUAD	TCGA-44-4112	TCGA-44-4112-10A	Blood Derived Normal
fa1679e5-09e9-4192-8e87-fea1550d3637	C347.TCGA-44-4112-01A-31D-A27T-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-LUAD	TCGA-44-4112	TCGA-44-4112-01A	Primary Tumor
fc6ddae2-1455-4a26-8094-6aa17d02e792	C347.TCGA-44-4112-11A-31D-A27T-08.2_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-LUAD	TCGA-44-4112	TCGA-44-4112-11A	Solid Tissue Normal
1c2f273e-af16-40bf-953b-ccbeb7c4919a	C508.TCGA-66-2759-01A-01D-1522-08.5_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-LUSC	TCGA-66-2759	TCGA-66-2759-01A	Primary Tumor
bc8f7758-6b74-4a30-8b44-25d55220f30e	C347.TCGA-34-2600-11A-01W-0877-08.1_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-LUSC	TCGA-34-2600	TCGA-34-2600-11A	Solid Tissue Normal
