id	filename	md5	size	state
001a4ac5-941f-464f-8f1a-e5f263fc00f0	C440.TCGA-CG-4466-01A-01D-1158-08.8_gdc_realn.bam	66a0b3481cd981e850b4b06a216a968e	17034541108	validated
0043d981-3c6b-463f-b512-ab1d076d3e62	b40998d4778f18ed80d6dd8bff0eb761_gdc_realn.bam	d21f4d7a74a2cd0cc34a075ec55d8a01	15102904908	validated
012fc920-2c94-4596-a937-9e6f6a3fffd8	TCGA-A6-5656-01A-21D-A270-10_Illumina_gdc_realn.bam	f2d887e2a33876c9b00c01ff2c03398c	16369557428	validated
0267ad4e-c237-4528-a097-42d26d5273ce	C509.TCGA-91-6831-01A-11D-1855-08.2_gdc_realn.bam	c24acff5eaa822e79381259f22c07855	12135638601	validated
046eaa7e-6212-4a9f-bc59-1cf439f92fe0	45b9cb47ec9bd492a88de73dc235ef20_gdc_realn.bam	739a700fe72d76224b9c7502ac14854c	10208971285	validated
0496553c-c68b-42a5-8a54-29f20b8f7c44	C440.TCGA-BR-4183-01A-02D-1126-08.3_gdc_realn.bam	7ef1e2b26080d264906b6a8ac1e2b57e	32384722760	validated
04f177eb-5511-4077-a247-2f40ccc48855	C828.TCGA-ER-A19T-06A-11D-A19A-08.3_gdc_realn.bam	03ad93776145526148796136817b668a	10615208619	validated
05496fe4-722d-4d99-b0d8-10db12c8e901	C495.TCGA-CV-6960-10A-01D-2013-08.1_gdc_realn.bam	935a70c93b2e09c8a9cdae0ae2fca933	9183541019	validated
06d01299-71e4-4c32-a272-56c8e7c88d2b	C484.TCGA-02-2485-01A-01D-1494-08.6_gdc_realn.bam	38600fbad801f7d7ab2282145c9d456a	19791173263	validated
07218202-2cd3-4db1-93e7-071879e36f27	C347.TCGA-43-3394-10A-01D-0983-08.17_gdc_realn.bam	c490919f8e53a736f19b852c884936f3	23814687087	validated
075b2d1c-d2d8-4fa1-807a-592ce81064a4	C484.TCGA-06-2557-10A-01D-1494-08.6_gdc_realn.bam	75c05cd73b35cec5e607c1d7539f3e92	17227742869	validated
07faafc8-f762-44e3-b549-4918b3ea48ec	C494.TCGA-DU-7010-10A-01D-2024-08.2_gdc_realn.bam	3fa951eb59b90633749014e1360a0a27	8567992624	validated
081e181f-eb01-47b4-b45e-fe0a07563748	C440.TCGA-CG-4301-10A-01D-1158-08.9_gdc_realn.bam	7c33d55b63d0b88b7a3401cc5a6c25d0	23475510101	validated
097253d3-b928-4250-87c9-34db5db18d35	C500.TCGA-DK-A1A3-01A-11D-A13W-08.3_gdc_realn.bam	1f87c6485072843ce4a95103b962b635	15112727897	validated
09fe30e3-c6ba-4b1b-93f1-ba34eabab086	20e8a3e70f699221fcedcb31818dd250_gdc_realn.bam	288cad9cbbb55c8cf0c16275e6797f0a	10698421429	validated
09ff6f48-a4cb-4151-9082-2e3543cec7e7	C347.TCGA-60-2713-11A-01W-0877-08.1_gdc_realn.bam	23eecef58d0c67f64c5d4819159168b9	25539185908	validated
0a4c9fe9-2a6f-4595-ac77-4e93692d5421	TCGA-BC-A217-10A-01D-A152-10_Illumina_gdc_realn.bam	c5b4021623979293a6ef52a542589958	39557600228	validated
